,Cake_pancake,WBNB_pancake,USDT_pancake,BUSD_pancake,USDC_pancake,ETH_pancake,BTCB_pancake,DOGS_pancake,TUSD_pancake,BNX_pancake,BabyDoge_pancake,GHNY_pancake,MBOX_pancake,TAU_pancake,FGD_pancake,BTT_pancake,ELEPHANT_pancake,TRX_pancake,MEB_pancake,HERO_pancake,EMP_pancake,FUT_pancake,TIME_pancake,SFUND_pancake,AFP_pancake,LUCA_pancake,CBET_pancake,SAFUU_pancake,SFP_pancake,LAND_pancake,MEER_pancake,LINK_pancake,DAI_pancake,DRIP_pancake,XRP_pancake,FA_pancake,10SET_pancake,DOT_pancake,APX_pancake,EGC_pancake,LIT_pancake,FSV_pancake,ADA_pancake,TRUNK_pancake,YOOSHI_pancake,GMT_pancake,RACA_pancake,APC_pancake,POSI_pancake,DEBT_pancake,STONE_pancake,USDEX_pancake,MOS_pancake,YFNT_pancake,UNI_pancake,AMT_pancake,CATE_pancake,LIB_pancake,JST_pancake,TTC_pancake,AKW_pancake,Gold_pancake,ALPACA_pancake,DOGE_pancake,DIAOS_pancake,SQUA_pancake,CATGIRL_pancake,BELT_pancake,SPS_pancake,DIFX_pancake,MSC_pancake,UNC_pancake,OMAX_pancake,BSC-ZEED_pancake,MFI_pancake,ESHARE_pancake,CT_pancake,NMS_pancake,IBAT_pancake,GXY_pancake,SGRv2_pancake,CF_pancake,FFF_pancake,DAO_pancake,FLOKI_pancake,XVS_pancake,QUACK_pancake,PSTN_pancake,SWP_pancake,LAN_pancake,LBlock_pancake
Cake_pancake,1,0.012900128468372593,3.7062223009029465,3.709852756757861,3.706352345382141,0.0021546684910231,0.00017155549452863882,0.10762085065045039,3.7149397368170365,0.028429595378156126,2506644390.597946,0.042390168787513685,5.9857004421802795,1.408058704841636,0.6674939238654732,4128511.1385002625,43966610.074357145,56.62027085175698,34.58896642077161,499.7333136698499,9.971129562592285,0.0012705427043281582,21.596092090484483,1.768775809863124,0.04644027730489383,1.2623786439133051,25326949.16904329,0.7347152693560902,10.49473112408282,0.12353159031317897,0.12556718264422306,0.5154224821217257,3.7187269957485105,0.4217530985562954,10.903752093485451,52.505876048888936,1.31599003134811,0.4848657322561098,77.42142836412782,27318901.851646315,0.010690891429492675,2.5862650316389746,7.8484954716063795,15.376013982937835,29132860.54421927,4.482240552350829,9480.132155644736,5.377446943331918,25.569356020855725,0.2017422952938045,399.2369398062622,3.433726267808464,0.20621016198682843,0.013169942919764597,0.5162644450526382,7.3182986807211465,3122838.499137134,0.1498859792296417,1.7719971009049966,0.0032988765563064723,1.049030314272668,151.23514390269867,15.632548906012278,52.162657012570826,6.721028053695512,0.2610886607229011,6294852293.138581,9.409810003109314,59.68254746800312,12.917552329076038,0.10554314594331907,0.015196803987794737,1916.5375836524424,1.5728195729155974,0.0007606797493435813,0.009835576064819941,0.7550777398660649,0.6480182896467023,444.7173608358727,6.298864642935791,54.04536742397794,3.282357290049613,8.416757902723832,0.6656927340768637,298782.71808199125,0.6202506852227849,3723091844.578513,0.9089535300337632,0.7222321989541715,2.955252955562442,9341.78533770082
WBNB_pancake,77.51860785353514,1,287.3011931617222,287.58262104546895,287.3112740287084,0.167026901809988,0.013298743105484847,8.342618518436137,287.97695665783493,2.2038226555539597,194311583543.02576,3.286026871084439,464.003165306105,109.15075057537535,51.74319972874506,320036435.96435374,3408230405.0033793,4389.124572718295,2681.2885240308897,38738.63077372077,772.9480824193828,0.09849070165798454,1674.0989939310984,137.11303838559857,3.5999856450074925,97.85783506019298,1963309840.7614846,56.9541048492192,813.5369465360662,9.57599690701088,9.73379319067075,39.95483327048978,288.27053969778365,32.69371305799882,845.2436826670615,4070.1824154401443,102.01371517923556,37.58611656037854,6001.601344819387,2117723239.6269855,0.8287430203275625,200.48366479293233,608.4044427037013,1191.927198293831,2258338792.17906,347.45704768289664,734886.6469731131,416.85220085333816,1982.1008824481428,15.63878187635252,30948.291777487055,266.17768003062713,15.985124682470913,1.0209156406506734,40.02010106475841,567.3043255858662,242078093.0045337,11.618952446645709,137.36274838265558,0.25572431812554186,81.31936955857368,11723.537813866253,1211.8134283963757,4043.576553555933,521.0047380670309,20.239229505583253,487968186407.73615,729.4353716073032,4626.507992872131,1001.350673425165,8.181557742008579,1.1780350889568993,148567.3253837155,121.92278369720881,0.058966835191490485,0.7624401639823933,58.5325752156111,50.23347567704127,34473.8707002951,488.2792181782373,4189.5216436395685,254.44376760254826,652.4553552593917,51.603574003852046,23161220.356411222,48.08096963867153,288608896702.5766,70.46081225177376,55.98643460992479,229.08709497024563,724162.1942451342
USDT_pancake,0.26981651903512915,0.0034806677584422654,1,1.0009795569612838,1.000035088148696,0.0005813651519225272,0.00004628850635506747,0.02903788329810404,1.0023521082132516,0.007670774462511283,676334063.9300704,0.011437567783558525,1.6150408572961164,0.37991749833748256,0.1801008870144815,1113940.5041878987,11862917.684037887,15.277084388047255,9.332674516675567,134.83630314028923,2.6903754694269204,0.00034281340976730296,5.826982392616609,0.47724493197080964,0.012530353965432561,0.34061061140497484,6833629.262570918,0.19823831645961756,2.8316518201096548,0.03333086368917563,0.03388010012611255,0.1390694999585301,1.0033739732348266,0.11379595294473938,2.9420124342862466,14.166952704401172,0.3550758493432775,0.13082478407676248,20.889580299936583,7371091.001473553,0.0028845791108882096,0.6978170281391063,2.1176537278118075,4.148702569511759,7860527.021577101,1.2093825433133953,2557.896258229058,1.4509240155459135,6.899034635517213,0.054433403858331446,107.72072136876307,0.9264760688995655,0.05563890809695616,0.003553468154502229,0.13929667546570557,1.9745978752915578,842593.4133460686,0.0404417131679136,0.47811408950652673,0.0008900913891492066,0.2830457077593789,40.80574008360299,4.21791992946665,14.07434653875523,1.813444393785572,0.07044603359579703,1698455133.5749524,2.5389221798208927,16.103337204965463,3.485369003885422,0.028477284246442965,0.004100348752445945,517.1134994210997,0.424372702234405,0.00020524396206839966,0.0026538008965149504,0.20373244737157437,0.17484603918357128,119.99209025522464,1.6995377318303868,14.582332908312294,0.8856342182307664,2.2709803188743587,0.17961489625559726,80616.51294073722,0.16735388081596544,1004551681.5522525,0.2452506774384027,0.1948701778569014,0.7973760653381352,2520.5680013918436
BUSD_pancake,0.2695524770298233,0.003477261582652773,0.9990214016315603,1,0.9990564554430512,0.0005807962289333882,0.00004624320849827089,0.029009466872885574,1.0013712080755521,0.0076632678551376,675672204.5185883,0.011426374998386616,1.613460380948203,0.3795457116934678,0.1799246405802946,1112850.4038279618,11851308.652147353,15.262134258190596,9.32354157662037,134.7043525540297,2.6877426723820492,0.00034247793312382544,5.8212801171542665,0.4767779008590369,0.012518091781486019,0.34027729041638066,6826941.884124044,0.19804432076656794,2.828880770258506,0.033298246160350715,0.03384694511540656,0.13893340677277097,1.0023920731016842,0.11368459241085262,2.939133385718125,14.153088947598883,0.35472837269643787,0.1306967591565135,20.869137790737675,7363877.66384589,0.0028817562664766594,0.6971341455338999,2.1155813953288507,4.144642655946092,7852834.722658711,1.2081990435296894,2555.393105124117,1.4495041436715703,6.892283251479087,0.054380135418127064,107.61530604658444,0.9255694209301419,0.055584459952270716,0.0035499907363639306,0.13916035996636575,1.972665537032473,841768.85280651,0.04040213697339057,0.4776462078386076,0.000889220347168023,0.2827687196915717,40.7658076529342,4.213792279905464,14.06057340619555,1.8116697600605574,0.07037709522225713,1696793028.1523678,2.536437594718125,16.08757850545025,3.4819582274648093,0.028449416422541802,0.004096336157846768,516.6074529942681,0.4239574118003881,0.00020504311066198744,0.002651203891287457,0.20353307513097832,0.1746749351348981,119.87466619147521,1.697874566978916,14.568062661120175,0.8847675380297714,2.2687579412395498,0.17943912541117407,80537.62175270412,0.16719010858124692,1003568628.9156722,0.24501067552560274,0.19467947821879308,0.7965957544215625,2518.1013776581403
USDC_pancake,0.2698070520051692,0.003480545632539568,0.999964913082439,1.0009444356740884,1,0.0005813447536113689,0.00004628688223406097,0.02903686444828661,1.0023169387674637,0.007670505318680087,676310333.4525256,0.011437166474560605,1.6149841904906987,0.3799041682035384,0.18009456782950614,1113901.4194492605,11862501.450823074,15.276548362246759,9.332347061894177,134.83157215003672,2.6902810724446167,0.00034280138150145564,5.826777941765769,0.4772281869172252,0.012529914313935967,0.34059866042853204,6833389.491584339,0.1982313608881505,2.831552466175681,0.03332969421190913,0.033878911377832464,0.1390646204384498,1.0033387679349448,0.11379196019551963,2.9419092081385014,14.166455629699543,0.35506339082622373,0.13082019383834864,20.888847348954716,7370832.372611249,0.002884477899898748,0.6977925438905672,2.117579425870037,4.148557004326717,7860251.21991351,1.2093401098077983,2557.8065095339157,1.4508731070945928,6.898792569657706,0.0544314939579777,107.71694178069278,0.9264435617101137,0.05563695589917458,0.003553343474258036,0.13929178797473699,1.9745285927386913,842563.8493404371,0.04044029419285765,0.47809731395688343,0.0008900601585860138,0.2830357765579647,40.804308335964656,4.217771935657805,14.0738527133185,1.8133807656116259,0.07044356186162375,1698395540.0196996,2.5388330968676756,16.102772188500495,3.485246713030513,0.02847628506631825,0.004100204883847297,517.0953555023758,0.4243578123043866,0.00020523676069042268,0.0026537077828216707,0.20372529902798894,0.1748399043750086,119.98788010264587,1.6994781002900983,14.581821259199693,0.8856031440559621,2.270900637175128,0.1796085941225396,80613.68435579361,0.16734800888414575,1004516434.9302162,0.24524207234810164,0.19486334046303583,0.7973480878698657,2520.479562430172
ETH_pancake,464.1085179303711,5.987059504567792,1720.0893391925563,1721.7742646787924,1720.1496939430604,1,0.07962036630849845,49.947753493786344,1724.1351754547977,13.194417376316169,1163355013098.891,19.673638410791252,2778.0145609954566,653.4920386630095,309.7896157327327,1916077185.748386,20405278240.032417,26277.94998982512,16053.033942287688,231930.4875677473,4627.6861633864155,0.5896696914729872,10022.930293202562,820.9039196666664,21.553328272249722,585.8806814935557,11754452842.542526,340.98761476166845,4870.694108075815,57.332063297831276,58.27679903770258,239.2119642855073,1725.8928745845026,195.73920550350397,5060.524223987714,24368.424315685614,610.7621830601139,225.03031639260726,35931.94437412776,12678935049.85284,4.961733776696352,1200.3076308091088,3642.5536013104656,7136.139061297941,13520808730.24979,2080.246019758951,4399810.084540333,2495.718931118981,11866.955927273362,93.63031767267888,185289.26443654113,1593.6216091311708,95.7038926618887,6.112282689719532,239.60272645352546,3396.4847544812815,1449335947.5704396,69.5633596788114,822.3989482779323,1.5310367093826434,486.8639044211194,70189.51849566787,7255.199104243403,24209.133437414526,3119.2863689690703,121.17347137653113,2921494568359.145,4367.172974549444,27699.178651683953,5995.146066735494,48.98347304146267,7.0529661760537685,889481.4175067897,729.9589609577372,0.3530379510874957,4.564774630435014,350.4380107714536,300.75080799970493,206397.11523544294,2923.3567340769464,25082.91537614476,1523.3699772028751,3906.2890360118963,308.95366820942985,138667604.47224084,287.86362626404383,1727918638105.9854,421.8530756915489,335.19411545821345,1371.5580693154336,4335602.147903999
BTCB_pancake,5829.017617579505,75.19507611118276,21603.63508662932,21624.797077767464,21604.393118189615,12.559600594217097,1,627.3238344603681,21654.449174152676,165.7166123199289,14611274313802.27,247.09304067458612,34890.75333102228,8207.598997108076,3890.833841839116,24065164160.69125,256282144708.67636,330040.5563070147,201619.69464054363,2912954.28947294,58121.88988751825,7.406015807415941,125884.00126630344,10310.225357240606,270.70119457550373,7358.42735542678,147631232905.89395,4282.668248981321,61173.97261403872,720.0678162631339,731.9333198229996,3004.4067287840962,21676.525173186572,2458.406241753391,63558.1630506461,306057.6765154193,7670.929077287138,2826.290895481451,451290.86991267063,159242360186.17172,62.31739449014254,15075.384433153396,45749.01837548655,89627.05639469346,169815957362.74097,26127.05914588227,55259857.35223513,31345.232970280806,149044.22671573062,1175.9593934785132,2327159.155719231,20015.250909001057,1202.0026671451465,76.76782930182429,3009.314545541735,42658.49194063241,18203080628.32589,873.6880135577372,10329.002319475034,19.229209564930436,6114.816183270346,881552.3182060021,91122.40298081878,304057.0467060324,39176.990933237226,1521.8904031040286,36692804916765.53,54849.948286200044,347890.62065301527,75296.6401021894,615.2128571183717,88.582438175758,11171531.339863341,9167.99299979889,4.434015660259697,57.33174616087873,4401.361448321406,3777.310026864366,2592265.3311557635,36716.19297442136,315031.3988629249,19132.918470889716,49061.43009787874,3880.3346748287067,1741609727.5282173,3615.452171479373,21701967953914.73,5298.306140127887,4209.904211687051,17226.221542377374,54453431.31310398
DOGS_pancake,9.291879723641777,0.11986644214764536,34.437771849069065,34.47150560821492,34.43898020672846,0.020020920462907366,0.001594073021089997,1,34.518773215081346,0.26416438084562893,23291438187.377457,0.393884349838451,55.61840857048856,13.083512129215299,6.202273256819678,38361628.93665982,408532452.66718346,526.1087466745462,321.39651574689407,4643.461844517195,92.65053660445636,0.011805729992367803,200.6682902054733,16.43525208333523,0.4315174710496444,11.729870524936445,235334965.44553933,6.826885913979861,97.51577933693744,1.1478406792602507,1.16675515836668,4.789243710735979,34.553963969554886,3.9188790648583334,101.31635298907405,487.87828503071955,12.22802108879821,4.505314066239269,719.3906003920237,253843950.1874722,0.09933847730135865,24.031263607449947,72.92727593371363,142.8720725584925,270699036.1825146,41.648440104873586,88088.24775447973,49.9665902177053,237.58738075676712,1.8745651430414538,3709.661625914601,31.90577148438562,1.9160800229742976,0.12237352557768025,4.797067129021784,68.0007511229472,29017039.730340254,1.3927224912621003,16.46518393225115,0.030652764184341322,9.747463506675766,1405.258767131532,145.25576420861393,484.6891350263874,62.45098429416088,2.426004432643912,58491010385.934326,87.434822771213,554.5630526732261,120.02834256562326,0.9806942177600914,0.14120687483834843,17808.236713137536,14.61445029852136,0.0070681447391105325,0.09139098980703679,7.016091540834748,6.021308006117217,4132.2602279023295,58.528292657659186,502.1830537236305,30.499269149159772,78.20750209512127,6.185536817944468,2776253.079920632,5.763294765596514,34594521619.89515,8.445886875453342,6.71089472522348,27.459855016023088,86802.74576199631
TUSD_pancake,0.2691833706182273,0.003472500062524684,0.9976534112174968,0.9986306695614035,0.9976884170287367,0.0005800009269784876,0.000046179886265295845,0.02896974332688907,1,0.007652774309204442,674746986.0024273,0.011410728515298505,1.6112510205371011,0.37902598819760713,0.17967826429329445,1111326.5438963955,11835080.294472765,15.241235353192907,9.310774567343984,134.519897783866,2.6840622645296413,0.00034200896766545133,5.813308861098251,0.4761250343669404,0.012500950377376483,0.33981133836505034,6817593.544799583,0.1977731326499511,2.8250070977126307,0.033252649858331464,0.03380059746320653,0.13874316102993908,1.001019467124578,0.11352892063806498,2.935108740909966,14.133708692102772,0.3542426323382708,0.13051779210597456,20.84056104513355,7353794.082014685,0.0028778101899043563,0.6961795385286353,2.1126844653288983,4.1389672706002,7842081.597043705,1.2065446198035008,2551.893927562691,1.4475192935267691,6.882845438231407,0.05430567104344402,107.46794513235596,0.924302010549028,0.05550834645934512,0.0035451296259918917,0.13896980344961773,1.9699643060674439,840616.1930940996,0.04034681309744856,0.47699215234733394,0.0008880027106800264,0.28238151587661503,40.70998579166106,4.208022205874666,14.041319835046323,1.8091889855134216,0.07028072572358929,1694469557.8109205,2.5329643735140763,16.065549294519425,3.4771902760780202,0.028410459770674107,0.004090726920059105,515.9000466840771,0.4233768740117412,0.00020476233888933344,0.002647573517100191,0.20325437109594033,0.174435747429358,119.71051816224262,1.6955496156534329,14.54811416948692,0.883555998908865,2.2656512619328026,0.1791934139548734,80427.33913578597,0.16696117007653433,1002194411.8448774,0.24467517494982444,0.19441289768349798,0.7955049516077762,2514.6532647942413
BNX_pancake,35.1746124662875,0.4537570196403289,130.36493314817352,130.4926330259461,130.36950741233255,0.075789629165058,0.0060343980365071765,3.7855217149217975,130.67156557815133,1,88170245030.07614,1.4910577594813101,210.54469339297708,49.52791927258724,23.478840095569634,145218779.35949814,1546508470.8218846,1991.5960849467858,1216.653489460073,17577.925644830662,350.73061821532644,0.04469084724661187,759.6341700690483,62.216003651679216,1.6335187570265668,44.40367958536805,890865621.97446,25.84332487266451,369.148100227499,4.345175816610265,4.416776987994088,18.129786065043696,130.80478094337542,14.835001798173648,383.5352543168218,1846.873842222595,46.28943936216731,17.05496423029138,2723.268739294635,960931785.636203,0.3760479629515593,90.9708702230117,276.0677866571668,540.8453331260561,1024737079.6773103,157.66107440961883,333459.9747039943,189.1496122897225,899.3921890461352,7.096207055018909,14043.004639911824,120.77999078547445,7.25336253449706,0.4632476384058466,18.15940178484953,257.4183200069094,109844634.00195156,5.272181233532664,62.32931131571821,0.11603670444220122,36.89923476992888,5319.637578060649,549.8688496292685,1834.8012456290528,236.40955716378616,9.183692460270064,221418989943.6708,330.98642024076565,2099.3104781878183,454.3698971882392,3.712439257029072,0.5345416909968124,67413.46678204973,55.32331895669795,0.026756615394113184,0.34596257646273443,26.559566881709074,22.7937922093892,15642.760824431964,221.56012279286685,1901.024854736543,115.45564565338877,296.0561974508736,23.41548394277706,10509566.320158072,21.817077484660736,130958312809.4447,31.972088168801637,25.404237708887635,103.94987745175965,328593.67899687303
